,comment_id,user_id,platform,date_time,likes_count,comment_raw,comment_cleaned_emoji,comment_cleaned_no_emoji,comment_processed,vader_compound_emoji,vader_compound_no_emoji
1374,18135147670156466,2229484885,instagram,2021-02-10 13:11:22,1,😂 failed! Now impeach him already. He has no real good reason other than trump wanted to commit an act of treason against our government!!!,😂 failed! Now impeach him already. He has no real good reason other than trump wanted to commit an act of treason against our government!!!, failed! Now impeach him already. He has no real good reason other than trump wanted to commit an act of treason against our government!!!,"['failed', 'impeach', 'already', 'real', 'good', 'reason', 'wanted', 'commit', 'act', 'treason', 'government']",-0.7829,-0.8681
1375,18052687798283392,144103615,instagram,2021-02-10 09:51:37,1,It doesn’t matter if he had Bart Simpson. He’s free as a bird.,It doesn’t matter if he had Bart Simpson. He’s free as a bird.,It doesn’t matter if he had Bart Simpson. He’s free as a bird.,"['matter', 'bart', 'simpson', 'free', 'bird']",0.5267,0.5267
1376,17972013316353816,4564037121,instagram,2021-02-10 09:34:40,1,😂😂😂 Made me laugh out loud!,😂😂😂 Made me laugh out loud!, Made me laugh out loud!,"['made', 'laugh', 'loud']",0.9117,0.5983
1377,17873216792239850,33150155626,instagram,2021-02-10 09:06:13,1,"In fairness, T****'s ""lawyers"" have an indefensible position and are dealing with a client who believes he's the smartest man in the room. Still, their incompetent, fact-free performance should get them censured, at least.","In fairness, T****'s ""lawyers"" have an indefensible position and are dealing with a client who believes he's the smartest man in the room. Still, their incompetent, fact-free performance should get them censured, at least.","In fairness, T****'s ""lawyers"" have an indefensible position and are dealing with a client who believes he's the smartest man in the room. Still, their incompetent, fact-free performance should get them censured, at least.","['fairness', 'lawyers', 'indefensible', 'position', 'dealing', 'client', 'believes', 'smartest', 'man', 'room', 'still', 'incompetent', 'performance', 'censured', 'least']",0.2263,0.2263
1378,17870290121237542,222390636,instagram,2021-02-10 09:03:26,1,😂😂😂😂,😂😂😂😂,,[],0.891,0.0
1379,17899989205765417,7112691127,instagram,2021-02-10 08:53:09,2,Hope he got paid upfront!!,Hope he got paid upfront!!,Hope he got paid upfront!!,"['hope', 'got', 'paid', 'upfront']",0.5399,0.5399
1380,17886281707951348,36624711166,instagram,2021-02-10 07:03:48,3,"😂😂😂😂 new strategy- when you have no defense, just read some random poem about sailing and start to cry...","😂😂😂😂 new strategy- when you have no defense, just read some random poem about sailing and start to cry..."," new strategy- when you have no defense, just read some random poem about sailing and start to cry...","['new', 'defense', 'read', 'random', 'poem', 'sailing', 'start', 'cry']",0.7981,-0.5377
1381,17980037635344094,24242096149,instagram,2021-02-10 06:07:20,2,"Remember on this day. February 9, 2021. Trumps main Attorney Jay Sekulow and his legal team walked out on Trump two weeks before this trial. ""Wouldn't you?"" Anyone that ever associated with Trump _was soon in trouble lying for him. Anyone or everyone.. Trump didn't like was later called _stupid and lost their jobs. Boy_ so happy  I've never ran into Trump in New York or came near him.  Just breathing the air that would've came off of him .. would've stench my brain. He got exactly what he desired.. Attorneys that had to whip up a speech fast. So, the  blah, blah goes on. But this Attorney, David is reading notes _he didn't practice  his speech..So_ b~o~r~ ing !! Can anyone say. Loser!! Let's hope this gets over fast.","Remember on this day. February 9, 2021. Trumps main Attorney Jay Sekulow and his legal team walked out on Trump two weeks before this trial. ""Wouldn't you?"" Anyone that ever associated with Trump _was soon in trouble lying for him. Anyone or everyone.. Trump didn't like was later called _stupid and lost their jobs. Boy_ so happy  I've never ran into Trump in New York or came near him.  Just breathing the air that would've came off of him .. would've stench my brain. He got exactly what he desired.. Attorneys that had to whip up a speech fast. So, the  blah, blah goes on. But this Attorney, David is reading notes _he didn't practice  his speech..So_ b~o~r~ ing !! Can anyone say. Loser!! Let's hope this gets over fast.","Remember on this day. February 9, 2021. Trumps main Attorney Jay Sekulow and his legal team walked out on Trump two weeks before this trial. ""Wouldn't you?"" Anyone that ever associated with Trump _was soon in trouble lying for him. Anyone or everyone.. Trump didn't like was later called _stupid and lost their jobs. Boy_ so happy  I've never ran into Trump in New York or came near him.  Just breathing the air that would've came off of him .. would've stench my brain. He got exactly what he desired.. Attorneys that had to whip up a speech fast. So, the  blah, blah goes on. But this Attorney, David is reading notes _he didn't practice  his speech..So_ b~o~r~ ing !! Can anyone say. Loser!! Let's hope this gets over fast.","['remember', 'day', 'trumps', 'main', 'attorney', 'jay', 'sekulow', 'legal', 'team', 'walked', 'two', 'weeks', 'trial', 'anyone', 'ever', 'associated', 'soon', 'trouble', 'lying', 'anyone', 'everyone', 'like', 'later', 'called', 'lost', 'jobs', 'happy', 'never', 'ran', 'new', 'york', 'came', 'near', 'breathing', 'air', 'came', 'stench', 'brain', 'got', 'exactly', 'desired', 'attorneys', 'whip', 'speech', 'fast', 'blah', 'blah', 'goes', 'attorney', 'david', 'reading', 'notes', 'practice', 'speech', 'ing', 'anyone', 'say', 'loser', 'let', 'hope', 'gets', 'fast']",-0.8048,-0.8048
1382,17878804946128494,210284562,instagram,2021-02-10 05:43:54,2,It’s downright comedy,It’s downright comedy,It’s downright comedy,"['downright', 'comedy']",0.3612,0.3612
1383,18194196085046789,14673633110,instagram,2021-02-10 05:43:24,2,No probably on Backpage 😂,No probably on Backpage 😂,No probably on Backpage ,"['probably', 'backpage']",0.1779,-0.296
