id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1361194683305627650,1361194683305627650,2021-02-15 14:04:36 +08,2021-02-15,14:04:36,+0800,1052395218723434496,melvinw46685662,MelvinWong,,Boris Johnson calls Trump impeachment over Capitol attack 'kerfuffle'  https://t.co/WSDnWPKZsE via @yahoosg,en,"[{'screen_name': 'yahoosg', 'name': 'yahoo singapore', 'id': '115624161'}]",['https://sg.news.yahoo.com/boris-johnson-calls-trump-impeachment-153045199.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr'],[],0,0,1,[],[],https://twitter.com/MelvinW46685662/status/1361194683305627650,False,,0,,Singapore,,,,,,[],,,,
1360967747073568773,1360967747073568773,2021-02-14 23:02:51 +08,2021-02-14,23:02:51,+0800,371229186,tezuma75,Jeremy Song,,"#RepDean, one of the #impeachment managers who prosecuted the case against #TrumpImpeachment, joins #WillieGeist to talk about the Senate’s verdict.  https://t.co/CAiF2uYS0H",en,[],[],[],0,0,2,"['repdean', 'impeachment', 'trumpimpeachment', 'williegeist']",[],https://twitter.com/tezuma75/status/1360967747073568773,False,,1,https://pbs.twimg.com/media/EuMKXhbWgAA_SE0.jpg,Singapore,,,,,,[],,,,
1360967101205204992,1360967101205204992,2021-02-14 23:00:17 +08,2021-02-14,23:00:17,+0800,371229186,tezuma75,Jeremy Song,,It is at the #WhiteHouse with details on and the reaction to the recent acquittal of  #TrumpImpeachment in his second #ImpeachmentTrial .  https://t.co/LDJ5TGmWsv,en,[],[],[],0,0,1,"['whitehouse', 'trumpimpeachment', 'impeachmenttrial']",[],https://twitter.com/tezuma75/status/1360967101205204992,False,,1,https://pbs.twimg.com/media/EuMGzElXIAMlPi7.jpg,Singapore,,,,,,[],,,,
1360965784223109121,1360965784223109121,2021-02-14 22:55:03 +08,2021-02-14,22:55:03,+0800,954209013184385024,leong328kok,Tan Kok Leong,,"With Trump impeachment trial over, wary Washington seeks to move forward  https://t.co/EUim5GzdbB",en,[],['http://a.msn.com/01/en-sg/BB1dFo5A?ocid=st'],[],0,0,0,[],[],https://twitter.com/Leong328Kok/status/1360965784223109121,False,,0,,Singapore,,,,,,[],,,,
1360947945055510533,1360947945055510533,2021-02-14 21:44:09 +08,2021-02-14,21:44:09,+0800,96331540,limmenglee,Lim Meng Lee,,Ingraham: Trump impeachment attorneys turn tables on House managers  https://t.co/FLrf0DdNhB via @YouTube,en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['https://youtu.be/RpbdkZiS_u4'],[],0,0,0,[],[],https://twitter.com/limmenglee/status/1360947945055510533,False,,0,,Singapore,,,,,,[],,,,
1360874458127486977,1360874458127486977,2021-02-14 16:52:09 +08,2021-02-14,16:52:09,+0800,809083181601275907,singaporejobs88,Singapore Jobs,,Rep. Herrera Beutler in middle of Trump impeachment trial turmoil  https://t.co/2svGzaQOLn #singapore #jobs,en,[],['https://bit.ly/3jUgAQr'],[],0,0,0,"['singapore', 'jobs']",[],https://twitter.com/SingaporeJobs88/status/1360874458127486977,False,,0,,Singapore,,,,,,[],,,,
1360779633642250241,1360779633642250241,2021-02-14 10:35:21 +08,2021-02-14,10:35:21,+0800,3128657972,estebanmerchan7,Esteban Merchan 〽️,,Trump absuelto! Se les acabó la fiesta a los progres demócratas. #TrumpImpeachment #Trump2024 #trump,es,[],[],[],3,48,146,"['trumpimpeachment', 'trump2024', 'trump']",[],https://twitter.com/EstebanMerchan7/status/1360779633642250241,False,,0,,Singapore,,,,,,[],,,,
1360757208754122755,1360757208754122755,2021-02-14 09:06:14 +08,2021-02-14,09:06:14,+0800,25924647,billm9,no justice - just us.,,Trump impeachment acquittal is a victory for ‘white supremacy’ … according to liberals crying over ‘sad day in America’  https://t.co/j2ga4HAFDu #,en,[],['https://www.rt.com/usa/515516-trump-impeachment-acquittal-mcconnell/'],[],0,0,0,[],[],https://twitter.com/billm9/status/1360757208754122755,False,,0,,Singapore,,,,,,[],,,,
1360701459638149132,1360701459638149132,2021-02-14 05:24:43 +08,2021-02-14,05:24:43,+0800,346764029,mbatha10,Mbongiseni Mbatha,,Donald Trump Impeachment trial is over. Trump not guilty.,en,[],[],[],0,0,1,[],[],https://twitter.com/Mbatha10/status/1360701459638149132,False,,0,,Singapore,,,,,,[],,,,
1360660521532358658,1360660521532358658,2021-02-14 02:42:02 +08,2021-02-14,02:42:02,+0800,38400130,channelnewsasia,CNA,,Final arguments begin in Trump impeachment trial  https://t.co/VJqaq28CAM  https://t.co/TDLXt2Qzzf,en,[],['https://cna.asia/2Njs2c9'],['https://pbs.twimg.com/media/EuIJiKaU0AMX3gU.jpg'],0,1,4,[],[],https://twitter.com/ChannelNewsAsia/status/1360660521532358658,False,,1,https://pbs.twimg.com/media/EuIJiKaU0AMX3gU.jpg,Singapore,,,,,,[],,,,
1360648947006459904,1360648947006459904,2021-02-14 01:56:03 +08,2021-02-14,01:56:03,+0800,38400130,channelnewsasia,CNA,,'This is the craziest:' Senate surprises with vote for Trump impeachment witnesses  https://t.co/e6J7bBLHqx  https://t.co/8TPYKY3Ul2,en,[],['https://cna.asia/3b6FYhZ'],['https://pbs.twimg.com/media/EuH_AbAVkAUmWQF.jpg'],0,1,4,[],[],https://twitter.com/ChannelNewsAsia/status/1360648947006459904,False,,1,https://pbs.twimg.com/media/EuH_AbAVkAUmWQF.jpg,Singapore,,,,,,[],,,,
1360628686253219841,1360628686253219841,2021-02-14 00:35:32 +08,2021-02-14,00:35:32,+0800,1131352537,stforeigndesk,ST Foreign Desk,,"US Senate decides to allow witnesses in Trump impeachment, extending trial  https://t.co/kTS0Q2Zug9",en,[],['http://dlvr.it/RsdncD'],[],1,5,4,[],[],https://twitter.com/STForeignDesk/status/1360628686253219841,False,,0,,Singapore,,,,,,[],,,,
1360592406022914051,1360592406022914051,2021-02-13 22:11:22 +08,2021-02-13,22:11:22,+0800,25924647,billm9,no justice - just us.,,"Trump impeachment trial could wrap up on Saturday, conviction seen unlikely  No justice  No rule of law  No credibility   https://t.co/qjlPPkCCcU",en,[],['https://reut.rs/2ZeWOFW'],[],0,0,0,[],[],https://twitter.com/billm9/status/1360592406022914051,False,,0,,Singapore,,,,,,[],,,,
1360568431733571598,1360568431733571598,2021-02-13 20:36:06 +08,2021-02-13,20:36:06,+0800,25924647,billm9,no justice - just us.,,"""I don't know if we're under oath here."" — Trump impeachment defense attorney Bruce Castor  https://t.co/3IJxW3RUoU",en,[],['https://flip.it/QKwiCC'],[],0,0,0,[],[],https://twitter.com/billm9/status/1360568431733571598,False,,0,,Singapore,,,,,,[],,,,
1360563182633439233,1360563182633439233,2021-02-13 20:15:15 +08,2021-02-13,20:15:15,+0800,25924647,billm9,no justice - just us.,,Spotlight on Republicans as Trump impeachment trial nears end  https://t.co/okiqCGp1s9,en,[],['https://p.dw.com/p/3pItu'],[],0,0,0,[],[],https://twitter.com/billm9/status/1360563182633439233,False,,0,,Singapore,,,,,,[],,,,
1360561420920905729,1360561420920905729,2021-02-13 20:08:15 +08,2021-02-13,20:08:15,+0800,25924647,billm9,no justice - just us.,,"Trump impeachment trial could wrap up on Saturday, conviction seen unlikely    https://t.co/qjlPPkCCcU",en,[],['https://reut.rs/2ZeWOFW'],[],0,0,0,[],[],https://twitter.com/billm9/status/1360561420920905729,False,,0,,Singapore,,,,,,[],,,,
1360555664796487680,1360555664796487680,2021-02-13 19:45:23 +08,2021-02-13,19:45:23,+0800,25924647,billm9,no justice - just us.,,"Hillary Clinton could be charged under precedent set in Trump Impeachment trial, his lawyer says after Rubio floats the idea   Good idea.  No one should be above the Law   https://t.co/WcVFVTvRuU #",en,[],['https://www.rt.com/usa/515450-trump-impeachment-hillary-clinton/'],[],0,0,0,[],[],https://twitter.com/billm9/status/1360555664796487680,False,,0,,Singapore,,,,,,[],,,,
1360490233326759938,1360490233326759938,2021-02-13 15:25:22 +08,2021-02-13,15:25:22,+0800,1267409214542135296,mc_ibtimessg,MChheda,,"Ted Cruz has admitting on camera that Trump has a ""history of inciting violence"" #TedCruzIsATraitor #TedCruz #Trump #TrumpImpeachment #TrumpImpeachmentTrial    https://t.co/PmiaJCWGrZ",en,[],['https://www.ibtimes.sg/video-sen-ted-cruz-saying-trump-has-consistent-pattern-inciting-violence-during-interview-55552'],[],0,0,0,"['tedcruzisatraitor', 'tedcruz', 'trump', 'trumpimpeachment', 'trumpimpeachmenttrial']",[],https://twitter.com/MC_IBTimesSG/status/1360490233326759938,False,,0,,Singapore,,,,,,[],,,,
1360351852341063684,1360351852341063684,2021-02-13 06:15:30 +08,2021-02-13,06:15:30,+0800,199078926,wayne_twt,wayne,,so i stayed up to watch the 2nd trump impeachment trial... and i gotta say ive never seen defense lawyers humiliate themselves on a stage like this in my entire life... omg it's embarrassing,en,[],[],[],0,0,3,[],[],https://twitter.com/wayne_twt/status/1360351852341063684,False,,0,,Singapore,,,,,,[],,,,
1360293559056924672,1360293559056924672,2021-02-13 02:23:52 +08,2021-02-13,02:23:52,+0800,25924647,billm9,no justice - just us.,,"Column: At Trump impeachment trial, Democrats are rudely making an overwhelming case for conviction  https://t.co/a2M6CVBIOs",en,[],['https://flip.it/47X4by'],[],0,0,0,[],[],https://twitter.com/billm9/status/1360293559056924672,False,,0,,Singapore,,,,,,[],,,,
